Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High systolic blood pressure,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High body-mass index,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High body-mass index,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High body-mass index,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Low bone mineral density,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Low bone mineral density,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Low bone mineral density,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in fruits,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in fruits,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in fruits,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in vegetables,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in vegetables,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in vegetables,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in whole grains,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in whole grains,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in whole grains,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in nuts and seeds,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in nuts and seeds,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in nuts and seeds,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in milk,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in milk,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in milk,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in red meat,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in red meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in red meat,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in processed meat,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in processed meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in processed meat,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in sugar-sweetened beverages,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in sugar-sweetened beverages,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in sugar-sweetened beverages,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in fiber,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in fiber,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in fiber,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in seafood omega-3 fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in seafood omega-3 fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in seafood omega-3 fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in polyunsaturated fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in polyunsaturated fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in polyunsaturated fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in trans fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in trans fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in trans fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in sodium,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in sodium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet high in sodium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Low physical activity,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Low physical activity,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Low physical activity,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational asthmagens,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational asthmagens,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational asthmagens,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,"Occupational particulate matter, gases, and fumes",DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,"Occupational particulate matter, gases, and fumes",Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,"Occupational particulate matter, gases, and fumes","DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational noise,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational noise,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational noise,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational injuries,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational injuries,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational injuries,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational ergonomic factors,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational ergonomic factors,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational ergonomic factors,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Childhood sexual abuse,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Childhood sexual abuse,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Childhood sexual abuse,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Intimate partner violence,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Intimate partner violence,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Intimate partner violence,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Non-exclusive breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Non-exclusive breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Non-exclusive breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Discontinued breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Discontinued breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Discontinued breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in calcium,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in calcium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in calcium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to asbestos,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to asbestos,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to asbestos,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to arsenic,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to arsenic,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to arsenic,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to benzene,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to benzene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to benzene,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to beryllium,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to beryllium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to beryllium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to cadmium,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to cadmium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to cadmium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to chromium,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to chromium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to chromium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to diesel engine exhaust,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to diesel engine exhaust,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to diesel engine exhaust,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to formaldehyde,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to formaldehyde,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to formaldehyde,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to nickel,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to nickel,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to nickel,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to polycyclic aromatic hydrocarbons,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to polycyclic aromatic hydrocarbons,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to silica,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to silica,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to silica,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to sulfuric acid,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to sulfuric acid,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to sulfuric acid,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe sex,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe sex,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe sex,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to trichloroethylene,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to trichloroethylene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Occupational exposure to trichloroethylene,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,No access to handwashing facility,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,No access to handwashing facility,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,No access to handwashing facility,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child wasting,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child wasting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child wasting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child stunting,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child stunting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child stunting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Chewing tobacco,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Chewing tobacco,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Chewing tobacco,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in legumes,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in legumes,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Diet low in legumes,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Short gestation for birth weight,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Short gestation for birth weight,Percent of total DALYs,0,,
